"VarName","VarDesc","Details"
"URXOP3","Dimethylthiophosphate (ug/L) result","[l26PP_B]
(Laboratory / Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites))"
"URXOP4","Diethylthiophosphate (ng/mL)","[OPD_G, OPD_I, OPD_J]
(Laboratory / Organophosphate Insecticides - Dialkyl Phosphate Metabolites - Urine)"
"URXOP4","Diethylthiophosphate (ug/L)","[L26OPD_C, LAB26PP, OPD_D, OPD_E]
(Laboratory / Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine, Laboratory / Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites))"
"URXOP4","Diethylthiophosphate (ug/L) result","[l26PP_B]
(Laboratory / Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites))"
"URXOP5","Dimethyldithiophosphate (ng/mL)","[OPD_G, OPD_I, OPD_J]
(Laboratory / Organophosphate Insecticides - Dialkyl Phosphate Metabolites - Urine)"
"URXOP5","Dimethyldithiophosphate (ug/L)","[L26OPD_C, LAB26PP, OPD_D, OPD_E]
(Laboratory / Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine, Laboratory / Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites))"
"URXOP5","Dimethyldithiophosphate (ug/L) result","[l26PP_B]
(Laboratory / Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites))"
"URXOP6","Diethyldithiophosphate (ng/mL)","[OPD_G, OPD_I, OPD_J]
(Laboratory / Organophosphate Insecticides - Dialkyl Phosphate Metabolites - Urine)"
"URXOP6","Diethyldithiophosphate (ug/L)","[L26OPD_C, LAB26PP, OPD_D, OPD_E]
(Laboratory / Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine, Laboratory / Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites))"
"URXOP6","Diethyldithiophosphate (ug/L) result","[l26PP_B]
(Laboratory / Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites))"
"URXOPM","3-phenoxybenzoic (ug/L) acid result","[l26PP_B, UPHOPM_E, UPHOPM_F]
(Laboratory / Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites), Laboratory / Pyrethroids, Herbicides, & OP Metabolites - Urine)"
"URXOPM","3-phenoxybenzoic acid (ug/L)","[LAB26PP, UPHOPM_G, UPHOPM_H, UPHOPM_I]
(Laboratory / Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites), Laboratory / Pyrethroids, Herbicides, & Organophosphorus Metabolites, Laboratory / Pyrethroids, Herbicides, & Organophosphorus Metabolites - Urine)"
"URXOPP","O-Phenyl phenol (ug/L) result","[L24PP_C, PP_F]
(Laboratory / Pesticides - Environmental - Urine)"
"URXOPP","O-Phenyl phenol result","[PP_D, PP_E]
(Laboratory / Pesticides - Environmental - Urine)"
"URXOTD","o-Toluidine, urine (pg/mL)","[AA_H, AAS_H]
(Laboratory / Aromatic Amines - Urine, Laboratory / Aromatic Amines - Urine - Special Sample)"
"URXOXS","Oxasulfuron (ug/L)","[L26UPP_C, UPP_D, UPP_E]
(Laboratory / Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites))"
"URXOXY","2-isopropyl-4-methyl-pyrimidinol (ug/L)","[UPHOPM_G, UPHOPM_H, UPHOPM_I]
(Laboratory / Pyrethroids, Herbicides, & Organophosphorus Metabolites, Laboratory / Pyrethroids, Herbicides, & Organophosphorus Metabolites - Urine)"
"URXOXY","Oxypyrimidine (ug/L) result","[UPHOPM_E, UPHOPM_F]
(Laboratory / Pyrethroids, Herbicides, & OP Metabolites - Urine)"
"URXP01","1-hydroxynaphthalene (ng/L)","[PAH_D, PAH_E, PAH_F, PAH_G, PAHS_G]
(Laboratory / Polyaromatic Hydrocarbons -Urine, Laboratory / Polyaromatic Hydrocarbons (PAHs) - Urine, Laboratory / Polyaromatic Hydrocarbons (PAHs)- Urine - Special Sample)"
"URXP01","1-Hydroxynaphthalene (ng/L)","[PAH_H, PAH_I, PAHS_H, PAHS_I]
(Laboratory / Polycyclic Aromatic Hydrocarbons (PAH) - Urine, Laboratory / Polycyclic Aromatic Hydrocarbons (PAH) - Urine - Special Sample)"
"URXP01","1-napthol","[PHPYPA_B]
(Laboratory / Phthalates, Phytoestrogens & PAHs - Urine)"
"URXP01","1-napthol (ng/L)","[L31PAH_C]
(Laboratory / Polyaromatic Hydrocarbons (PAHs) - Urine)"
"URXP02","2-hydroxynaphthalene (ng/L)","[PAH_D, PAH_E, PAH_F, PAH_G, PAHS_G]
(Laboratory / Polyaromatic Hydrocarbons -Urine, Laboratory / Polyaromatic Hydrocarbons (PAHs) - Urine, Laboratory / Polyaromatic Hydrocarbons (PAHs)- Urine - Special Sample)"
"URXP02","2-Hydroxynaphthalene (ng/L)","[PAH_H, PAH_I, PAHS_H, PAHS_I]
(Laboratory / Polycyclic Aromatic Hydrocarbons (PAH) - Urine, Laboratory / Polycyclic Aromatic Hydrocarbons (PAH) - Urine - Special Sample)"
"URXP02","2-napthol","[PHPYPA_B]
(Laboratory / Phthalates, Phytoestrogens & PAHs - Urine)"
"URXP02","2-napthol(ng/L)","[L31PAH_C]
(Laboratory / Polyaromatic Hydrocarbons (PAHs) - Urine)"
"URXP03","3-fluorene (ng/L)","[L31PAH_C, PHPYPA_B]
(Laboratory / Phthalates, Phytoestrogens & PAHs - Urine, Laboratory / Polyaromatic Hydrocarbons (PAHs) - Urine)"
"URXP03","3-hydroxyfluorene (ng/L)","[PAH_D, PAH_E, PAH_F, PAH_G, PAHS_G]
(Laboratory / Polyaromatic Hydrocarbons -Urine, Laboratory / Polyaromatic Hydrocarbons (PAHs) - Urine, Laboratory / Polyaromatic Hydrocarbons (PAHs)- Urine - Special Sample)"
"URXP03","3-Hydroxyfluorene (ng/L)","[PAH_H, PAH_I, PAHS_H, PAHS_I]
(Laboratory / Polycyclic Aromatic Hydrocarbons (PAH) - Urine, Laboratory / Polycyclic Aromatic Hydrocarbons (PAH) - Urine - Special Sample)"
"URXP04","2-fluorene (ng/L)","[L31PAH_C, PHPYPA_B]
(Laboratory / Phthalates, Phytoestrogens & PAHs - Urine, Laboratory / Polyaromatic Hydrocarbons (PAHs) - Urine)"
"URXP04","2-hydroxyfluorene (ng/L)","[PAH_D, PAH_E, PAH_F, PAH_G, PAHS_G]
(Laboratory / Polyaromatic Hydrocarbons -Urine, Laboratory / Polyaromatic Hydrocarbons (PAHs) - Urine, Laboratory / Polyaromatic Hydrocarbons (PAHs)- Urine - Special Sample)"
"URXP04","2-Hydroxyfluorene (ng/L)","[PAH_H, PAH_I, PAHS_H, PAHS_I]
(Laboratory / Polycyclic Aromatic Hydrocarbons (PAH) - Urine, Laboratory / Polycyclic Aromatic Hydrocarbons (PAH) - Urine - Special Sample)"
"URXP05","3-hydroxyphenanthrene (ng/L)","[PAH_D, PAH_E, PAH_F, PAH_G, PAHS_G]
(Laboratory / Polyaromatic Hydrocarbons -Urine, Laboratory / Polyaromatic Hydrocarbons (PAHs) - Urine, Laboratory / Polyaromatic Hydrocarbons (PAHs)- Urine - Special Sample)"
"URXP05","3-phenanthrene (ng/L)","[L31PAH_C, PHPYPA_B]
(Laboratory / Phthalates, Phytoestrogens & PAHs - Urine, Laboratory / Polyaromatic Hydrocarbons (PAHs) - Urine)"
"URXP06","1-hydroxyphenanthrene (ng/L)","[PAH_D, PAH_E, PAH_F, PAH_G, PAHS_G]
(Laboratory / Polyaromatic Hydrocarbons -Urine, Laboratory / Polyaromatic Hydrocarbons (PAHs) - Urine, Laboratory / Polyaromatic Hydrocarbons (PAHs)- Urine - Special Sample)"
"URXP06","1-Hydroxyphenanthrene (ng/L)","[PAH_H, PAH_I, PAHS_H, PAHS_I]
(Laboratory / Polycyclic Aromatic Hydrocarbons (PAH) - Urine, Laboratory / Polycyclic Aromatic Hydrocarbons (PAH) - Urine - Special Sample)"
"URXP06","1-phenanthrene (ng/L)","[L31PAH_C, PHPYPA_B]
(Laboratory / Phthalates, Phytoestrogens & PAHs - Urine, Laboratory / Polyaromatic Hydrocarbons (PAHs) - Urine)"
"URXP07","2-hydroxyphenanthrene (ng/L)","[PAH_D, PAH_E, PAH_F, PAH_G, PAHS_G]
(Laboratory / Polyaromatic Hydrocarbons -Urine, Laboratory / Polyaromatic Hydrocarbons (PAHs) - Urine, Laboratory / Polyaromatic Hydrocarbons (PAHs)- Urine - Special Sample)"
"URXP07","2-phenanthrene (ng/L)","[L31PAH_C, PHPYPA_B]
(Laboratory / Phthalates, Phytoestrogens & PAHs - Urine, Laboratory / Polyaromatic Hydrocarbons (PAHs) - Urine)"
"URXP09","3-fluoranthene (ng/L)","[PHPYPA, PHPYPA_B]
(Laboratory / Phthalates, Phytoestrogens & PAHs - Urine, Laboratory / Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates)"
"URXP10","1-hydroxypyrene (ng/L)","[PAH_D, PAH_E, PAH_F, PAH_G, PAHS_G]
(Laboratory / Polyaromatic Hydrocarbons -Urine, Laboratory / Polyaromatic Hydrocarbons (PAHs) - Urine, Laboratory / Polyaromatic Hydrocarbons (PAHs)- Urine - Special Sample)"
"URXP10","1-Hydroxypyrene (ng/L)","[PAH_H, PAH_I, PAHS_H, PAHS_I]
(Laboratory / Polycyclic Aromatic Hydrocarbons (PAH) - Urine, Laboratory / Polycyclic Aromatic Hydrocarbons (PAH) - Urine - Special Sample)"
"URXP10","1-pyrene (ng/L)","[L31PAH_C, PHPYPA_B]
(Laboratory / Phthalates, Phytoestrogens & PAHs - Urine, Laboratory / Polyaromatic Hydrocarbons (PAHs) - Urine)"
"URXP17","9-fluorene (ng/L)","[L31PAH_C]
(Laboratory / Polyaromatic Hydrocarbons (PAHs) - Urine)"
"URXP17","9-hydroxyfluorene (ng/L)","[PAH_D, PAH_E, PAH_F, PAH_G, PAHS_G]
(Laboratory / Polyaromatic Hydrocarbons -Urine, Laboratory / Polyaromatic Hydrocarbons (PAHs) - Urine, Laboratory / Polyaromatic Hydrocarbons (PAHs)- Urine - Special Sample)"
"URXP19","4-hydroxyphenanthrene (ng/L)","[PAH_D]
(Laboratory / Polyaromatic Hydrocarbons (PAHs) - Urine)"
"URXP19","4-phenanthrene (ng/L)","[L31PAH_C, PAH_G, PAHS_G]
(Laboratory / Polyaromatic Hydrocarbons (PAHs) - Urine, Laboratory / Polyaromatic Hydrocarbons (PAHs)- Urine - Special Sample)"
"URXP25","2-Hydroxyphenanthrene (ng/L) & 3-Hydroxyphenanthrene (ng/L)","[PAH_H, PAH_I, PAHS_H, PAHS_I]
(Laboratory / Polycyclic Aromatic Hydrocarbons (PAH) - Urine, Laboratory / Polycyclic Aromatic Hydrocarbons (PAH) - Urine - Special Sample)"
"URXPAR","para-Nitrophenol (ug/L)","[UPHOPM_G, UPHOPM_H, UPHOPM_I]
(Laboratory / Pyrethroids, Herbicides, & Organophosphorus Metabolites, Laboratory / Pyrethroids, Herbicides, & Organophosphorus Metabolites - Urine)"
"URXPAR","Paranitrophenol (ug/L)","[LAB26PP]
(Laboratory / Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites))"
"URXPAR","Paranitrophenol (ug/L) result","[l26PP_B, UPHOPM_E, UPHOPM_F]
(Laboratory / Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites), Laboratory / Pyrethroids, Herbicides, & OP Metabolites - Urine)"
"URXPCP","Pentachlorophenol (ug/L) result","[L26UPP_C]
(Laboratory / Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites))"
"URXPHE","N-acetyl-S-(phenyl-2-hydroxyethyl)-L-cysteine(ng/mL)","[SSUVOC_D, UVOC_H, UVOC_I, UVOC_J, UVOCS_H, UVOCS_I]
(Laboratory / Volatile Organic Compound (VOC) Metabolites - Urine, Laboratory / Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample, Laboratory / Volatile Organic Compound (VOC) Metabolites - Urine (Surplus))"
"URXPHE","N-Acetyl-S-(phenyl-2-hydroxyethyl)-L-Cysteine(ng/mL)","[UVOC_G, UVOCS_G]
(Laboratory / Volatile Organic Compound (VOC) Metabolites - Urine, Laboratory / Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample)"
"URXPHG","Phenylglyoxylic acid(ng/mL)","[SSUVOC_D, UVOC_G, UVOC_H, UVOC_I, UVOC_J, UVOCS_G, UVOCS_H, UVOCS_I]
(Laboratory / Volatile Organic Compound (VOC) Metabolites - Urine, Laboratory / Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample, Laboratory / Volatile Organic Compound (VOC) Metabolites - Urine (Surplus))"
"URXPHIP","2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine  (PhIP) (pg/mL)","[HCAAS_H]
(Laboratory / Heterocyclic Aromatic Amines (HCAA) - Urine - Special Sample)"
"URXPHIP","2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine  (PhlP) (pg/mL)","[HCAA_H]
(Laboratory / Heterocyclic Aromatic Amines - Urine)"
"URXPIM","Primisulfuron methyl (ug/L)","[L26UPP_C, UPP_D, UPP_E]
(Laboratory / Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites))"
"URXPMA","N-acetyl-s-(phenyl)-L-cysteine(ng/mL)","[SSUVOC_D]
(Laboratory / Volatile Organic Compound (VOC) Metabolites - Urine (Surplus))"
"URXPMA","N-acetyl-S-(phenyl)-L-cysteine(ng/mL)","[UVOC_H, UVOC_I, UVOCS_H, UVOCS_I]
(Laboratory / Volatile Organic Compound (VOC) Metabolites - Urine, Laboratory / Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample)"
"URXPMA","N-Acetyl-S-(phenyl)-L-Cysteine(ng/mL)","[UVOC_G, UVOCS_G]
(Laboratory / Volatile Organic Compound (VOC) Metabolites - Urine, Laboratory / Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample)"
"URXPMM","N-acetyl-s-(3-hydroxypropyl-1-methyl)-L-cysteine(ng/mL)","[SSUVOC_D]
(Laboratory / Volatile Organic Compound (VOC) Metabolites - Urine (Surplus))"
"URXPMM","N-acetyl-S-(3-hydroxypropyl-1-methyl)-L-cysteine(ng/mL)","[UVOC_H, UVOC_I, UVOC_J, UVOCS_H, UVOCS_I]
(Laboratory / Volatile Organic Compound (VOC) Metabolites - Urine, Laboratory / Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample)"
"URXPMM","N-Acetyl-S-(3-hydroxypropyl-1-methyl)-L-Cysteine(ng/mL)","[UVOC_G, UVOCS_G]
(Laboratory / Volatile Organic Compound (VOC) Metabolites - Urine, Laboratory / Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample)"
"URXPPB","Propyl paraben (ng/ml)","[EPH_D, EPH_E, EPH_F, EPH_G, EPHPP_H]
(Laboratory / Environmental Phenols, Laboratory / Environmental Phenols & Parabens, Laboratory / Personal Care and Consumer Product Chemicals and Metabolites)"
"URXPPB","Propyl paraben (ng/mL)","[EPHPP_I]
(Laboratory / Personal Care and Consumer Product Chemicals and Metabolites)"
"URXPPDA","p-Phenylenediamine (PPDA) (ng/mL)","[UADM_I]
(Laboratory / Aromatic Diamines - Urine)"
"URXPPX","2-isopropoxyphenol (ug/L)","[LAB26PP]
(Laboratory / Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites))"
"URXPPX","2-isopropoxyphenol (ug/L) result","[l26PP_B, L26UPP_C]
(Laboratory / Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites))"
"URXPREG","Pregnancy test result","[UC, UC_B, UC_C, UCPREG_D, UCPREG_E, UCPREG_F, UCPREG_G, UCPREG_H]
(Laboratory / Pregnancy Test - Urine)"
"URXPREG","Urine Pregnancy Result","[UCPREG_I, UCPREG_J]
(Laboratory / Pregnancy Test - Urine, Laboratory / Urine Pregnancy Test)"
"URXPRO","Prosulfuron(ug/L)","[L26UPP_C, UPP_D, UPP_E]
(Laboratory / Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites))"
"URXPTU","Propylenethio urea (ug/L)","[CARB_D, CARB_E, L26UPP_C]
(Laboratory / Pesticides - Carbamates & Organophosphorus Metabolites - Urine, Laboratory / Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites))"
"URXRIM","Rimsulfuron (ug/L)","[L26UPP_C, UPP_D, UPP_E]
(Laboratory / Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites))"
"URXSCN","Thiocyanate, urine (ng/mL)","[PERNT_I, PERNT_J, PERNTS_I]
(Laboratory / Perchlorate, Nitrate & Thiocyanate - Urine, Laboratory / Perchlorate, Nitrate & Thiocyanate - Urine - Special Sample)"
"URXSCN","Urinary thiocyanate (ng/mL)","[PERNT_D, PERNT_E, PERNT_F, PERNT_G, PERNT_H, PERNTS_G, PERNTS_H]
(Laboratory / Perchlorate, Nitrate & Thiocyanate - Urine, Laboratory / Perchlorate, Nitrate & Thiocyanate - Urine - Special Sample)"
"URXSIS","Desisopropyl atrazine result (ug/L)","[UAM_E]
(Laboratory / Atrazine and Metabolites)"
"URXSISM","Desisopropyl atrazine mercapturate (ug/L)","[UAM_E]
(Laboratory / Atrazine and Metabolites)"
"URXSMM","Sulfometuron methyl (ug/L)","[L26UPP_C, UPP_D, UPP_E]
(Laboratory / Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites))"
"URXSSF","Sulfosulfuron (ug/L)","[L26UPP_C, UPP_D, UPP_E]
(Laboratory / Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites))"
"URXTBBA","2,3,4,5-tetrabromobenzoic Acid","[FR_J]
(Laboratory / Flame Retardants - Urine)"
"URXTCC","trans-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropane carboxylic acid","[l26PP_B, LAB26PP, UPHOPM_E]
(Laboratory / Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites), Laboratory / Pyrethroids, Herbicides, & OP Metabolites - Urine)"
"URXTCC","Trans-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropane carboxylic acid","[UPHOPM_F]
(Laboratory / Pyrethroids, Herbicides, & OP Metabolites - Urine)"
"URXTCC","Trans-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropane carboxylic acid (ug/L)","[UPHOPM_G, UPHOPM_H, UPHOPM_I]
(Laboratory / Pyrethroids, Herbicides, & Organophosphorus Metabolites, Laboratory / Pyrethroids, Herbicides, & Organophosphorus Metabolites - Urine)"
"URXTCV","N-acetyl-s-(trichlorovinyl)-L-cysteine(ng/mL)","[SSUVOC_D]
(Laboratory / Volatile Organic Compound (VOC) Metabolites - Urine (Surplus))"
"URXTCV","N-acetyl-S-(trichlorovinyl)-L-cysteine(ng/mL)","[UVOC_H, UVOC_I, UVOCS_H, UVOCS_I]
(Laboratory / Volatile Organic Compound (VOC) Metabolites - Urine, Laboratory / Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample)"
"URXTCV","N-Acetyl-S-(trichlorovinyl)-L-Cysteine(ng/mL)","[UVOC_G, UVOCS_G]
(Laboratory / Volatile Organic Compound (VOC) Metabolites - Urine, Laboratory / Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample)"
"URXTHF","Thifensulfuron methyl (ug/L)","[L26UPP_C, UPP_D, UPP_E]
(Laboratory / Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites))"
"URXTLC","Urinary Triclocarban (ng/mL)","[EPHPP_H, EPHPP_I]
(Laboratory / Personal Care and Consumer Product Chemicals and Metabolites)"
"URXTRA","Triasulfuron (ug/L)","[L26UPP_C, UPP_D, UPP_E]
(Laboratory / Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites))"
"URXTRN","Tribenuron methyl (ug/L)","[UPP_E]
(Laboratory / Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites))"
"URXTRN","Triflusulfuron methyl (ug/L)","[L26UPP_C, UPP_D]
(Laboratory / Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites))"
"URXTRP1","3-Amino-1,4-dimethyl-5H-pyrido[4,3-b]indole (Trp-P-1) (pg/mL)","[HCAA_H, HCAAS_H]
(Laboratory / Heterocyclic Aromatic Amines - Urine, Laboratory / Heterocyclic Aromatic Amines (HCAA) - Urine - Special Sample)"
"URXTRP2","1-Methyl-3-amino-5H-pyrido[4,3-b]indole (Trp-P-2) (pg/mL)","[HCAA_H, HCAAS_H]
(Laboratory / Heterocyclic Aromatic Amines - Urine, Laboratory / Heterocyclic Aromatic Amines (HCAA) - Urine - Special Sample)"
"URXTRS","Urinary  2,4,4'-Trichloro-2'-hydroxyphenyl ether (Triclosan)","[EPH_D, EPHPP_H]
(Laboratory / Environmental Phenols & Parabens, Laboratory / Personal Care and Consumer Product Chemicals and Metabolites)"
"URXTRS","Urinary  2,4,4’-Trichloro-2’-hydroxyphenyl ether (Triclosan)","[EPH_E, EPH_F, EPH_G]
(Laboratory / Environmental Phenols, Laboratory / Environmental Phenols & Parabens)"
"URXTRS","Urinary 2,4,4'-Trichloro-2'-hydroxyphenyl ether (Triclosan)","[EPHPP_I]
(Laboratory / Personal Care and Consumer Product Chemicals and Metabolites)"
"URXTTC","2-Thioxothiazolidine-4-carboxylic acid","[UVOC_J]
(Laboratory / Volatile Organic Compound (VOC) Metabolites - Urine)"
"URXTTC","2-thioxothiazolidine-4-carboxylic acid(ng/mL)","[SSUVOC_D, UVOC_H, UVOCS_H]
(Laboratory / Volatile Organic Compound (VOC) Metabolites - Urine, Laboratory / Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample, Laboratory / Volatile Organic Compound (VOC) Metabolites - Urine (Surplus))"
"URXTTC","2-Thioxothiazolidine-4-carboxylic acid(ng/mL)","[UVOC_G, UVOCS_G]
(Laboratory / Volatile Organic Compound (VOC) Metabolites - Urine, Laboratory / Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample)"
"URXUAB","Urinary Arsenobetaine (ug/L)","[L06UAS_C, UAS_D, UAS_E, UAS_F, UAS_G, UAS_H, UAS_I, UAS_J, UASS_G, UASS_H, UASS_I]
(Laboratory / Arsenics - Speciated - Urine, Laboratory / Arsenics - Speciated - Urine - Special Sample, Laboratory / Arsenics - Total & Speciated - Urine, Laboratory / Arsenics - Total & Speciated - Urine - Special Sample, Laboratory / Speciated Arsenics - Urine, Laboratory / Speciated Arsenics - Urine - Special Sample)"
"URXUAC","Urinary Arsenocholine (ug/L)","[L06UAS_C, UAS_D, UAS_E, UAS_F, UAS_G, UAS_H, UAS_I, UAS_J, UASS_G, UASS_H, UASS_I]
(Laboratory / Arsenics - Speciated - Urine, Laboratory / Arsenics - Speciated - Urine - Special Sample, Laboratory / Arsenics - Total & Speciated - Urine, Laboratory / Arsenics - Total & Speciated - Urine - Special Sample, Laboratory / Speciated Arsenics - Urine, Laboratory / Speciated Arsenics - Urine - Special Sample)"
"URXUAS","Arsenic, Total - Urine (ug/L)","[UTAS_J]
(Laboratory / Arsenic - Total - Urine)"
"URXUAS","Urinary arsenic, total (ug/L)","[UAS_G, UASS_G, UTAS_H, UTAS_I, UTASS_H, UTASS_I]
(Laboratory / Arsenic - Total - Urine, Laboratory / Arsenic - Total - Urine - Special Sample, Laboratory / Arsenics - Total & Speciated - Urine, Laboratory / Arsenics - Total & Speciated - Urine - Special Sample)"
"URXUAS","Urinary total arsenic (ug/L)","[UAS_D, UAS_E, UAS_F]
(Laboratory / Arsenics - Total & Speciated - Urine)"
"URXUAS","Urinary total Arsenic (ug/L)","[L06UAS_C]
(Laboratory / Arsenics - Total & Speciated - Urine)"
"URXUAS3","Urinary arsenous acid (ug/L)","[UAS_D]
(Laboratory / Arsenics - Total & Speciated - Urine)"
"URXUAS3","Urinary Arsenous acid (ug/L)","[L06UAS_C, UAS_E, UAS_F, UAS_G, UAS_H, UAS_I, UAS_J, UASS_G, UASS_H, UASS_I]
(Laboratory / Arsenics - Speciated - Urine, Laboratory / Arsenics - Speciated - Urine - Special Sample, Laboratory / Arsenics - Total & Speciated - Urine, Laboratory / Arsenics - Total & Speciated - Urine - Special Sample, Laboratory / Speciated Arsenics - Urine, Laboratory / Speciated Arsenics - Urine - Special Sample)"
"URXUAS5","Urinary Arsenic acid (ug/L)","[L06UAS_C, UAS_D, UAS_E, UAS_F, UAS_G, UAS_H, UAS_I, UAS_J, UASS_G, UASS_H, UASS_I]
(Laboratory / Arsenics - Speciated - Urine, Laboratory / Arsenics - Speciated - Urine - Special Sample, Laboratory / Arsenics - Total & Speciated - Urine, Laboratory / Arsenics - Total & Speciated - Urine - Special Sample, Laboratory / Speciated Arsenics - Urine, Laboratory / Speciated Arsenics - Urine - Special Sample)"
"URXUBA","Barium, urine (ng/mL)","[L06HM_B, LAB06HM]
(Laboratory / Metals - Urine)"
"URXUBA","Barium, urine (ng/mL).","[L06HM_C]
(Laboratory / Metals - Urine)"
"URXUBA","Barium, urine (ug/L)","[UHM_D, UHM_E, UHM_F, UHM_G, UHMS_G, UM_H, UM_I, UM_J, UMS_H, UMS_I]
(Laboratory / Metals - Urine, Laboratory / Metals - Urine - Special Sample)"
"URXUBE","Beryllium, urine (ng/mL)","[L06HM_B, LAB06HM]
(Laboratory / Metals - Urine)"
"URXUBE","Beryllium, urine (ng/mL).","[L06HM_C]
(Laboratory / Metals - Urine)"
"URXUBE","Beryllium, urine (ug/L)","[UHM_D, UHM_E, UHM_F]
(Laboratory / Metals - Urine)"
"URXUCD","Cadmium, urine (ng/mL).","[L06HM_C]
(Laboratory / Metals - Urine)"
"URXUCD","Cadmium, urine (ug/L)","[UHM_D, UHM_E, UHM_F, UHM_G, UHMS_G, UM_H, UM_I, UM_J, UMS_H, UMS_I]
(Laboratory / Metals - Urine, Laboratory / Metals - Urine - Special Sample)"
"URXUCL","Chlamydia, urine","[CHLMDA_H, L05_B, L05_C, LAB05]
(Laboratory / Chlamydia - Urine, Laboratory / Chlamydia & Gonorrhea - Urine)"
"URXUCL","Chlamydia, Urine","[CHLMDA_I]
(Laboratory / Chlamydia - Urine)"
"URXUCL","Urinary Chlamydia","[CHLMDA_D, CHLMDA_E, CHLMDA_F, CHLMDA_G]
(Laboratory / Chlamydia - Urine, Laboratory / Chlamydia & Gonorrhea - Urine)"
"URXUCM","Chromium, Urine (ug/L)","[UCM_J]
(Laboratory / Chromium - Urine)"
"URXUCO","Cobalt, urine (ng/mL)","[L06HM_B, LAB06HM]
(Laboratory / Metals - Urine)"
"URXUCO","Cobalt, urine (ng/mL).","[L06HM_C]
(Laboratory / Metals - Urine)"
"URXUCO","Cobalt, urine (ug/L)","[UHM_D, UHM_E, UHM_F, UHM_G, UHMS_G, UM_H, UM_I, UM_J, UMS_H, UMS_I]
(Laboratory / Metals - Urine, Laboratory / Metals - Urine - Special Sample)"
